Genes	B	CD4	CD8	CLP	CMP	Ery	GMP-A	GMP-B	GMP-C	HSC	LMPP	MEP	Mono	MPP	NK	pDC
MAN1A2	10966	19331	17040	11998	20596	2493	2702	3187	6527	15162	10597	16127	15289	18002	21206	6872
FAM46C	18350	8553	10140	715	9841	329470	665	645	400	6669	1251	16031	81	6226	10437	196
GDAP2	4727	4636	3577	2486	4675	1561	418	385	1090	4036	2380	4289	10504	4492	4200	1168
WDR3	1155	2255	1817	1915	4392	138	366	823	975	2609	3257	6640	1268	3201	1269	678
SPAG17	9	9	22	27	28	0	0	0	0	261	16	91	82	44	7	0
TBX15	2	2	0	0	1	0	0	1	0	1	4	2	3	3	0	1
WARS2	759	752	456	746	1399	376	75	66	223	946	839	1660	711	1143	434	175
HAO2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HSD3B2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
HSD3B1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ZNF697	4	0	1	26	235	0	10	46	0	489	276	139	1013	483	3	0
PHGDH	38	183	364	617	2834	0	960	1416	2202	2880	2796	556	66	3784	39	1762
HMGCS2	0	0	4	10	0	0	0	0	0	0	0	0	0	5	0	0
REG4	0	108	1025	0	4	0	2	2	10	1	0	1	0	0	0	3
ADAM30	1	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0
NOTCH2	21401	13727	8869	3007	32862	202	5362	7025	18926	18150	11562	34185	86976	26260	11648	11025
FAM72B	43	31	2	353	322	750	35	25	79	94	137	433	102	80	4	259
FCGR1B	0	0	0	0	6	0	12	16	22	4	5	0	536	16	1	0
PPIAL4G	18	44	34	10	7	2	1	0	0	6	4	14	6	20	22	0
FAM72D	20	11	16	344	208	732	4	20	46	102	134	418	61	84	14	48
NBPF8	17	7	3	2	2	0	0	0	1	11	2	1	2	2	4	0
AL592284.1	2	2	4	2	8	0	0	2	0	2	1	1	3	10	1	0
PPIAL4B	3	5	1	0	1	0	0	0	0	1	0	5	0	3	0	1
NBPF9	490	872	599	133	116	11	15	13	29	167	117	86	595	210	487	163
AL590452.1	179	300	179	29	170	0	15	18	4	215	109	153	183	81	997	0
PDE4DIP	9130	12923	5719	1760	5005	11	928	2073	6555	9744	4476	1965	6448	7109	3697	2773
NOTCH2NL	5612	3365	2887	1740	3380	220	296	119	461	2997	1479	2309	7032	3928	3542	833
RP11-458D21.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF10	2271	1266	820	1104	1182	128	240	173	350	1145	636	874	3211	1402	1385	1576
HFE2	9	2	1	0	0	0	0	0	0	3	0	0	1	1	1	0
TXNIP	498613	828694	561630	59322	50654	13985	5692	5023	9129	36717	17006	77092	202147	44810	334419	9966
POLR3GL	1497	2864	2488	1586	1448	1600	267	326	686	1408	1490	1724	831	1574	4828	982
ANKRD34A	93	225	186	17	31	0	4	0	0	46	31	26	73	39	151	1
LIX1L	3460	13728	11027	4356	10440	514	2255	2141	3687	9036	5231	8947	5592	10693	10595	4199
RBM8A	3363	5038	4312	5035	8929	2338	1891	1807	3512	7965	4732	7639	5256	8747	5676	6750
PEX11B	2154	2061	1636	1878	2855	256	205	527	1110	1500	1491	3169	2187	2054	2450	752
ITGA10	14	23	12	102	7	6	1	34	0	0	0	5	7	7	8	15
ANKRD35	0	2	1	0	27	0	1	1	0	19	12	1	29	37	10	64
PIAS3	486	817	727	518	1757	46	371	768	1217	1251	779	1225	1285	1726	775	1460
NUDT17	74	150	67	27	278	4	64	27	0	408	156	116	162	548	74	554
POLR3C	2592	3561	2580	2841	6174	3754	742	927	1340	4017	3091	6348	4130	4899	2405	1934
RNF115	2684	4445	3677	3516	6018	5529	863	1168	1028	3792	2747	5407	3211	4713	6269	2452
CD160	209	279	1314	138	196	73	27	204	11	113	172	139	97	283	13371	12
PDZK1	48	77	60	49	27	42	1	4	1	67	29	17	16	32	98	6
GPR89A	330	584	462	430	819	639	306	135	211	415	486	788	268	542	589	667
GPR89C	23	42	31	16	37	19	0	2	0	18	26	41	16	24	18	9
NBPF11	169	157	113	59	63	27	1	3	4	94	46	73	117	95	151	62
NBPF12	659	671	555	275	193	97	14	16	13	210	138	195	376	276	777	160
PRKAB2	1258	1747	1605	1519	2668	861	220	228	310	2312	1224	2248	1519	3429	1652	519
CHD1L	2874	2364	2239	3157	12651	2563	1767	1292	3609	6696	5089	12813	2928	9252	1872	2898
FMO5	629	106	123	188	567	10	60	86	150	554	293	455	1481	707	357	94
BCL9	787	3359	2073	115	1915	10	169	144	342	2788	707	1466	1446	4015	1441	478
ACP6	222	1708	993	357	1701	0	200	134	71	1584	1120	1751	187	1990	726	31
GJA5	0	0	0	0	7	0	0	0	0	0	0	9	0	0	0	0
GJA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR89B	30	33	38	31	53	65	19	8	2	33	24	40	14	35	43	15
BX842679.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF24	51	57	53	17	40	9	1	2	2	23	32	36	50	24	51	13
PPIAL4A	1	3	2	2	4	0	1	3	1	3	1	3	1	3	4	2
NBPF14	532	695	437	106	248	7	21	14	10	258	169	128	550	289	383	131
PPIAL4D	0	2	1	1	1	2	1	0	1	1	1	8	2	2	5	0
NBPF20	167	344	228	68	66	6	28	14	20	114	35	58	167	126	263	105
NBPF15	547	1436	726	146	138	11	16	23	58	159	82	78	343	256	356	149
NBPF16	71	100	58	24	26	4	1	5	3	22	17	18	64	43	79	32
HIST2H3PS2	1	0	0	0	0	0	0	0	0	3	0	3	1	8	0	0
FAM72C	2	0	2	54	20	62	2	0	1	6	27	38	8	5	0	24
PPIAL4C	1	0	0	0	1	1	0	0	0	1	2	2	1	5	0	0
FCGR1A	7	0	0	49	59	1	64	12	18	4	26	19	990	4	1	0
HIST2H2BF	159	242	181	532	1032	820	131	118	163	727	218	1206	166	884	106	1185
HIST2H3D	2	5	2	2	14	0	0	4	0	13	2	16	2	6	2	5
HIST2H4A	3	1	2	2	3	0	0	0	0	6	0	7	1	13	3	0
HIST2H3C	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
HIST2H2AA3	14	23	20	28	206	23	16	18	43	198	28	253	71	490	10	61
HIST2H2AA4	6	4	7	17	61	17	0	7	8	103	9	77	14	301	4	9
HIST2H3A	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0
HIST2H4B	3	4	0	23	2	0	0	0	0	4	1	5	5	8	0	0
HIST2H2BE	1647	2228	1395	2120	6137	478	524	489	617	11659	1380	3770	1636	12950	596	950
HIST2H2AC	357	932	536	257	3731	321	1088	1122	2407	2446	706	5304	1811	4610	451	2466
BOLA1	73	234	132	134	155	25	4	21	167	170	122	290	200	300	206	33
HIST2H2AB	104	213	125	245	909	170	412	358	2004	380	281	1001	173	676	125	1496
SV2A	3	196	113	545	3275	10	1154	838	982	3520	2095	568	7	4188	31	119
SF3B4	1348	1860	1339	1482	3710	813	715	877	2066	2151	1520	3543	2667	2703	1813	10709
MTMR11	147	53	25	0	9	39	2	12	373	6	14	12	3414	2	48	121
OTUD7B	58	1228	1149	95	272	2188	0	0	0	482	18	1340	13	470	2748	3
VPS45	1655	2186	1740	1627	2605	304	319	259	581	1437	1520	3038	3456	1645	2610	908
PLEKHO1	1711	1400	708	582	1458	9	1207	1150	3176	1946	1583	151	8110	2503	843	2336
ANP32E	12005	18335	17130	35141	24900	53490	6691	7298	16439	12381	13457	25539	9155	16870	18407	20621
CA14	583	424	265	84	148	10	20	5	1	378	64	64	173	254	145	164
C1orf54	8	170	106	99	414	0	35	5	4	183	210	69	188	224	26	13
APH1A	852	1219	660	249	1365	49	740	893	1023	900	566	1234	1508	1564	609	1495
C1orf51	2	70	90	0	31	0	1	2	0	26	20	39	1	59	4	0
MRPS21	2773	5253	4060	1567	5985	491	1177	1427	2777	4603	2717	6861	2453	6129	2011	1251
PRPF3	3122	4723	3657	3808	2692	1643	562	617	1013	2463	2285	4302	3189	2795	3984	1411
RPRD2	16902	23993	16619	11323	18863	4257	3715	3918	9455	16366	11311	19973	12433	16989	14815	6400
TARS2	594	759	599	171	1745	153	184	569	1075	606	706	2121	628	1188	693	657
ECM1	2	14	1	39	90	4	14	3	171	20	43	37	22	14	0	13
ADAMTSL4	10	36	12	4	297	0	330	484	354	463	200	50	2635	487	32	71
AL356356.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL4-AS1	0	2	1	0	4	0	0	0	0	1	6	0	17	2	1	2
MCL1	9404	28896	20633	4320	31736	2615	20219	24778	52271	62316	22159	12609	89700	57831	15080	29502
ENSA	8172	8130	6517	6555	14454	5137	5398	5884	10316	9023	6402	14521	8524	10061	8658	27842
GOLPH3L	1721	3982	2774	3731	8367	3630	1491	896	1021	5102	4670	9557	714	5604	3505	1160
HORMAD1	104	21	2	1	9	0	0	1	21	12	0	3	128	2	6	5
CTSS	34045	18269	13890	4741	11038	81	2424	5587	10916	16112	9569	10257	638629	17787	22303	14209
CTSK	390	566	405	162	238	126	8	1	134	278	93	160	788	229	482	142
ARNT	5348	6309	5523	4259	9367	4193	898	1570	4246	6895	4627	9606	15364	8325	6204	3834
SETDB1	2473	2042	2001	1903	3770	162	750	826	725	2706	2150	3975	3454	3364	1801	995
CERS2	1474	3686	2809	2020	9678	2137	1671	1374	2869	5250	3673	12180	8096	6825	2711	1433
ANXA9	6	57	24	18	75	3	3	0	1	28	23	75	109	50	10	54
FAM63A	573	1631	391	329	2061	86	127	190	929	2045	681	2064	2999	2409	360	228
PRUNE	2195	4421	2995	2068	4755	524	368	272	1546	2816	1580	8216	2138	2591	2847	633
BNIPL	80	103	41	108	17	6	24	1	0	1	0	28	47	3	7	12
C1orf56	1005	1065	711	291	440	101	96	88	3	426	284	448	611	484	1523	12
MLLT11	2133	3203	2403	1420	2692	30	226	435	616	1292	1242	2679	2626	1637	2570	673
CDC42SE1	14572	27530	17872	2688	7571	408	1010	887	1465	6424	3769	8197	17092	7019	31483	3300
GABPB2	2548	6820	5774	2238	1250	3378	759	771	1089	988	1092	2568	2757	825	5517	2473
SEMA6C	1	81	4	56	150	8	16	8	296	138	86	341	46	400	18	123
TNFAIP8L2	51	246	76	58	237	0	47	12	38	211	250	289	1745	274	486	11
SCNM1	601	1230	883	578	1680	187	804	470	1473	1203	749	1982	3092	1473	933	1011
LYSMD1	101	65	71	175	52	29	7	1	3	41	51	120	81	45	53	31
TMOD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPS72	466	1153	605	463	1898	139	151	363	420	1272	815	2417	885	1849	897	239
PIP5K1A	4155	4813	4043	8088	9476	634	1495	1995	4211	3932	6159	8103	4807	5351	5221	6345
PSMD4	1484	2880	2058	1538	4195	1067	1065	1529	3278	2303	2176	5506	3950	3846	2035	1856
ZNF687	1619	1581	1087	151	2331	49	955	507	2385	1323	925	2011	2528	1982	922	1385
RP11-126K1.2	8	5	5	3	9	7	4	6	0	0	0	16	89	34	2	0
PI4KB	2238	3552	2244	1028	3892	844	1407	586	2571	2926	1928	4078	4486	3616	2349	2923
RFX5	4462	1768	1466	3563	3630	364	902	731	1148	3313	2059	4233	2956	3161	1562	1338
SELENBP1	1	1	5	0	17	6451	0	1	2	5	0	1868	12	28	2	0
PSMB4	5225	10128	6775	5895	13753	3483	4069	4489	8542	6201	6390	17438	12549	10744	8126	5778
POGZ	13920	17629	12016	14968	20194	4435	6560	6016	12618	16608	12641	22070	11462	17730	12329	8698
CGN	0	11	13	12	9	0	0	25	5	10	6	0	0	1	1	12
TUFT1	11	89	20	15	73	20	28	0	25	38	29	16	93	33	35	18
SNX27	5496	9976	7551	4610	11628	683	2865	4113	7558	6916	6502	8491	62468	9166	6635	3474
RIIAD1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
AL589765.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELF3	0	0	0	0	1	2	0	0	1	1	1	1	0	0	0	0
OAZ3	67	413	385	11	86	22	0	9	0	127	26	53	55	98	162	9
MRPL9	1053	2186	1736	1758	3239	378	880	659	1912	1968	1650	3336	1167	2079	1552	1757
TDRKH	337	1411	1125	270	1086	137	40	78	240	649	325	1292	140	711	1097	251
LINGO4	0	12	14	1	1	0	14	2	6	0	5	0	0	0	1	0
RORC	0	477	208	32	0	0	9	0	0	3	3	1	0	1	5	1
C2CD4D	4	3	6	0	0	0	0	0	0	9	0	0	0	0	4	0
THEM5	4	102	39	0	2	285	0	0	0	30	1	3	0	13	10	0
THEM4	800	11947	6583	454	3335	30	1058	864	2805	3494	1746	3566	338	2852	2325	1651
S100A10	2595	16467	11277	445	1008	237	115	129	3465	696	415	1086	55259	663	6572	3953
S100A11	337	4734	1764	44	815	18	958	1871	5068	825	1491	376	63386	615	5476	761
TCHHL1	0	0	0	0	0	0	0	0	9	0	0	0	4	0	2	0
TCHH	0	1	0	0	0	0	17	0	0	1	1	0	2	3	0	0
RPTN	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HRNR	162	3	1	0	10	0	3	0	0	13	3	4	0	32	5	2
FLG	0	0	8	10	20	0	3	0	0	20	36	19	1	21	2	37
FLG2	0	0	5	0	1	0	7	0	0	1	5	2	0	2	0	0
CRNN	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LCE5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRCT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCE3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCE3D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCE3C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCE3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCE3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCE2D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCE2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCE2C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCE2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCE4A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KPRP	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LCE1F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCE1E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCE1D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCE1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCE1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCE1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCE6A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMCP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IVL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
SPRR4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SPRR1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRR1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRR2D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRR2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRR2E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRR2F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRR2B	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SPRR2G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LELP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGLYRP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGLYRP4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
S100A9	0	10	22	1	25	32	0	70	250	16	39	38	43089	8	136	0
S100A12	0	12	4	16	45	100	0	1	44	79	15	21	48852	0	139	0
S100A8	20	30	46	1	84	223	11	76	599	80	174	136	164540	0	429	0
S100A7A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S100A7L2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
S100A7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S100A6	1033	6587	3952	202	3841	710	95	314	659	1719	626	8043	19879	1872	2967	594
S100A5	9	61	24	0	3	0	0	0	0	1	0	4	19	0	24	0
S100A3	0	6	1	0	1	3	0	0	4	0	1	1	2	3	1	0
S100A4	391	4923	3178	218	2528	647	122	181	623	1213	1004	6151	13618	1555	5857	1018
S100A2	1	2	2	0	16	0	0	0	0	0	4	8	3	3	3	1
S100A16	0	0	0	9	10	0	0	0	4	13	0	1	0	37	0	1
S100A14	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
S100A1	1	5	3	2	5	0	3	0	1	6	4	4	0	8	0	0
CHTOP	7936	9640	8013	8869	7978	4385	739	733	1459	6233	4715	8850	6902	7912	7639	3576
S100A13	128	73	64	22	343	2	17	34	175	185	107	103	76	166	53	115
SNAPIN	713	934	911	1438	1123	596	72	57	325	938	640	1191	1124	924	1291	134
ILF2	5242	9811	7015	13869	32515	5866	2968	2716	5756	14584	14741	35661	8830	20732	6685	8480
NPR1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
INTS3	2455	2627	1923	2504	6945	554	2153	1604	3288	5159	3387	6078	5011	4967	2020	2677
SLC27A3	109	128	104	131	402	9	64	78	280	154	123	179	1037	152	407	188
GATAD2B	21035	30162	24294	16161	30500	5050	8522	9143	22296	25017	16943	30796	18823	28108	23938	16864
DENND4B	2489	2371	1387	613	2696	194	1226	1541	2494	1619	1327	2837	3866	2386	2454	5153
CRTC2	3363	5142	3399	666	2275	409	1874	1830	4046	2441	1066	2360	5749	3065	2952	1579
CREB3L4	140	122	121	211	938	16	96	69	35	787	370	1098	110	1150	138	112
SLC39A1	520	844	541	801	1777	333	238	457	531	956	659	1486	2048	1178	889	684
JTB	1861	3804	2887	2439	5199	1159	1156	1185	2213	2580	2294	6162	4548	3283	2578	2034
RAB13	177	9	51	956	4304	1402	1342	1491	2103	4574	1963	3773	1086	5215	26	931
RPS27	168507	315418	189562	85959	123075	24375	20789	20062	38663	90355	69289	118487	42314	128181	100627	31536
NUP210L	84	173	105	348	54	89	2	36	342	32	33	21	88	43	155	46
TPM3	43216	68800	57351	30216	96149	8038	30274	37186	76445	59133	43542	83418	139337	77276	66199	92440
C1orf189	8	18	12	3	7	2	5	2	0	4	4	6	15	3	4	0
UBAP2L	13559	19439	13749	9740	33756	5391	13701	12171	22564	21804	17648	44621	24400	26580	12977	9913
C1orf43	2838	5646	3788	4796	9412	2553	1414	1823	2836	5407	4507	9287	9173	7893	3398	2331
HAX1	1243	3416	2092	1476	2704	902	919	790	1835	1533	1426	3513	1430	2063	1713	816
AQP10	0	1	0	0	24	1	0	0	0	1	0	49	0	14	1	0
ATP8B2	1511	7806	4382	1462	2253	1	1396	703	1318	3940	1763	1856	55	3924	1357	3069
IL6R	691	8335	2325	0	2320	2	1400	3277	5026	3197	4433	306	16964	4325	225	3324
SHE	1	27	4	0	11	0	0	0	0	325	1	0	21	316	1	0
TDRD10	0	1	0	0	0	0	0	0	0	18	0	1	1	0	0	0
UBE2Q1	4176	6459	4562	3469	8631	605	2705	2244	4692	5825	4283	8121	8896	6131	5630	5052
CHRNB2	83	118	43	16	38	2	9	11	0	15	57	51	116	17	20	12
AL606500.1	21	3	5	0	2	0	0	0	0	12	1	1	1	5	6	5
ADAR	19516	31648	23561	14566	33450	3503	7938	9038	11786	25308	16617	32440	36644	32809	23842	12390
KCNN3	98	13	7	1	2	1	0	0	48	11	5	0	9	7	44	123
PMVK	113	397	313	284	952	18	416	418	844	425	418	956	424	742	210	657
PBXIP1	1233	6534	3027	2151	3064	80	375	381	502	3263	1699	1490	1127	3373	2315	1532
PYGO2	1733	3819	2660	2423	3318	679	460	639	1780	2409	1926	3557	1658	2735	2688	1448
SHC1	1159	2332	1547	544	3338	449	1277	1325	3483	2671	1086	3279	4117	3526	1606	1715
CKS1B	243	230	168	2044	1653	1606	163	298	744	525	780	1989	168	477	278	1500
FLAD1	589	559	380	52	918	41	94	160	1317	748	398	1604	679	709	388	146
LENEP	2	6	3	1	8	0	0	0	0	20	0	4	5	4	1	0
ZBTB7B	560	449	146	0	311	5	189	160	426	155	40	312	2960	244	326	229
DCST2	11	36	9	0	4	0	0	4	0	3	0	3	135	19	26	0
DCST1	5	22	0	0	5	1	0	0	0	1	3	1	30	2	6	0
ADAM15	23	167	147	10	1470	66	268	732	182	637	604	935	2990	1209	188	59
EFNA4	84	266	103	34	253	0	160	47	274	206	156	227	457	203	146	324
EFNA3	2	7	5	12	31	0	0	0	1	35	19	17	51	70	16	2
EFNA1	41	76	39	115	27	11	10	4	0	68	29	4	57	60	10	0
SLC50A1	1636	1016	601	722	2268	347	818	809	850	1550	1230	1566	1179	2163	786	749
DPM3	43	59	43	12	330	7	235	46	395	97	196	254	163	283	65	60
TRIM46	2	73	53	6	72	0	2	0	1	136	50	40	3	193	4	6
KRTCAP2	79	154	127	109	81	12	28	15	3	54	61	50	146	60	136	3
RP11-201K10.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUC1	1	82	16	3	54	3	207	169	0	77	29	508	5	156	0	0
MTX1	223	331	220	109	715	25	98	125	97	303	172	957	944	569	138	88
THBS3	141	209	165	57	351	12	218	90	216	354	322	352	347	318	77	28
GBA	329	775	472	314	2569	16	506	794	1200	811	738	2088	3902	1343	1135	1079
FAM189B	124	474	315	132	1341	3	940	1968	2047	1137	887	1647	828	1433	203	1075
SCAMP3	413	864	527	227	1352	16	569	488	1185	957	673	1950	967	1253	660	640
HCN3	37	30	28	46	392	473	42	23	22	169	102	1981	13	208	37	18
CLK2	2535	3091	1871	1288	3108	539	1497	1435	4176	2498	2006	2998	2947	3102	1748	2161
PKLR	0	0	1	0	54	643	0	0	0	1	0	4714	2	153	0	0
FDPS	672	1088	830	712	2136	603	103	178	585	976	1246	2461	1174	1355	1059	643
RUSC1	144	559	448	225	1802	229	418	659	432	707	924	1581	936	977	488	463
ASH1L	25298	30195	22733	10448	18497	6768	2600	2681	5971	21693	10611	15703	17429	22893	19902	6460
MSTO1	206	456	299	250	861	28	177	90	164	425	355	933	195	644	285	158
DAP3	3288	9388	6426	3158	6876	1623	805	1095	1494	4623	3197	8643	5296	6391	2985	1540
YY1AP1	5349	8334	5461	5239	8385	5840	1629	1705	3668	6243	4622	10310	7967	6943	6652	2626
GON4L	5489	8146	6193	4041	5424	1405	891	1318	3038	4418	3058	5457	5285	5088	8558	4368
SYT11	786	2034	2317	2748	4508	1	850	1052	2249	5153	2503	1191	3109	6034	7158	902
RIT1	2304	3488	3158	3249	4315	1504	678	769	847	4198	1428	2309	12044	5310	4362	2069
KIAA0907	2661	2728	1925	1835	2131	763	268	208	522	1585	1289	2098	2195	1491	2221	530
RXFP4	7	30	7	5	27	0	0	0	0	30	14	10	57	60	9	4
ARHGEF2	3843	3769	2461	4109	7922	2707	2449	3385	7164	6049	4200	8141	7223	8157	3467	3164
SSR2	7370	22827	13652	4515	18957	658	5723	4621	9346	10469	7110	12628	12283	13751	9741	6504
UBQLN4	491	533	478	427	1284	20	393	344	266	987	481	1952	630	1155	468	354
LAMTOR2	158	230	198	151	970	38	133	266	416	300	371	922	817	440	206	262
RAB25	1	195	33	0	14	0	0	0	0	2	1	6	1	9	2	0
MEX3A	8	5	3	65	1547	0	13	11	35	805	366	2675	0	1238	2	22
LMNA	37	78	53	1	617	136	397	206	1487	940	139	2521	695	737	49	1175
SEMA4A	716	22	204	72	2876	0	1334	1888	5659	1139	2114	526	19108	1460	391	2464
SLC25A44	1694	2844	2468	2630	5375	2229	808	1730	2835	3357	3737	4533	9348	3797	4366	1777
PMF1-BGLAP	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
PMF1	847	999	723	264	2043	76	525	1212	1627	1566	859	2204	1836	1993	775	1427
BGLAP	0	2	1	0	1	0	1	0	0	1	0	3	1	13	0	0
PAQR6	18	44	17	34	44	3	86	35	3	171	112	46	54	93	52	145
SMG5	907	1125	886	297	1675	237	418	890	1702	1131	737	2228	1680	1684	746	1121
TMEM79	56	115	96	28	117	13	26	103	22	35	11	97	125	70	102	134
C1orf85	76	788	486	67	1582	32	138	198	686	1130	664	1019	2895	1819	508	270
VHLL	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0
TSACC	104	35	32	6	38	1	8	2	0	82	7	48	12	64	12	6
CCT3	2581	6037	4395	3168	12100	1596	2322	3839	4074	8196	6871	17231	4473	10060	3357	4131
RHBG	0	0	1	0	0	0	0	0	0	1	0	2	1	0	0	0
C1orf61	12	16	46	1	1	0	0	0	0	7	0	4	8	7	43	8
MEF2D	4398	3746	3301	5636	6927	159	6141	10130	25474	5282	7077	3083	9846	9237	5851	35097
IQGAP3	3	1	35	344	967	553	531	645	1862	549	536	887	89	282	3	1127
TTC24	29	27	104	78	38	0	3	0	350	120	45	7	19	139	3	146
APOA1BP	791	1437	971	647	3377	48	1020	1151	1959	1524	1305	3639	1271	2164	1225	469
GPATCH4	2095	3153	2868	1175	5106	293	5709	3834	7265	3179	3271	7165	1298	3106	1952	1424
HAPLN2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCAN	1	0	2	0	18	0	0	0	0	5	0	6	0	1	9	179
NES	0	0	0	0	2	1	0	0	0	3	6	2	0	3	0	0
CRABP2	0	5	3	0	2	1	0	0	0	0	1	0	21	2	2	0
RRNAD1	192	263	190	54	554	56	13	32	4	189	198	509	602	178	214	318
ISG20L2	2865	4023	3145	1263	4349	1041	2051	2390	4111	3037	2485	5028	5326	3045	4771	2646
MRPL24	273	687	556	373	1312	73	602	483	639	785	965	1882	481	998	448	344
PRCC	1088	1474	942	666	2896	337	465	647	793	1700	1329	2598	1667	2018	1383	1013
HDGF	3097	5039	3552	13713	17448	33748	5234	4709	8805	8484	7726	19543	10804	10660	4123	6535
NTRK1	0	45	45	0	153	10	7	0	0	8	2	123	1	4	122	0
SH2D2A	1	787	871	2	179	2	54	1	0	65	30	95	14	99	3493	91
INSRR	0	2	15	0	0	0	0	0	0	3	0	1	0	1	12	0
PEAR1	2	7	0	2	577	458	114	8	0	892	128	1550	1	919	0	0
LRRC71	0	10	0	0	8	0	2	0	0	14	8	8	11	8	0	3
ARHGEF11	158	2227	507	24	2148	1	975	1727	1129	3247	944	2739	13707	3513	63	349
ETV3L	0	0	0	0	0	0	0	0	0	0	3	1	9	2	1	0
ETV3	1805	3608	3237	1571	3389	1040	1419	1621	4920	4484	2212	2981	6431	4635	4700	9864
FCRL5	4717	1	1	0	0	0	0	0	0	0	0	1	1	0	97	324
FCRL4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
FCRL3	27019	2179	5917	9	1	10	0	0	0	1	1	5	31	0	16498	0
FCRL2	4125	8	1	112	0	0	0	1	3	0	0	0	0	0	13	0
FCRL1	45997	215	32	2183	18	2	22	0	0	1	1	1	6	0	241	0
CD5L	1	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0
KIRREL	7	0	0	40	100	0	66	48	0	330	165	27	0	221	0	0
CD1D	592	0	0	0	17	0	269	48	3	0	12	14	6156	6	55	0
